seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	109289247	109289302	56	*	X0061	6814	109289285	109352148	62864	+	0	overlapStart	0	STXBP3
chr1	111991558	111991577	20	*	X0063	515	111991462	112004525	13064	+	0	inside	95	ATP5PB
chr1	111991558	111991577	20	*	X0063	79084	111982512	111991830	9319	-	0	inside	252	WDR77
chr1	117664513	117664557	45	*	X0067	80263	117653677	117664411	10735	-	101	upstream	101	TRIM45
chr1	145549107	145549236	130	*	X0069	148741	145549209	145568526	19318	+	0	overlapStart	0	ANKRD35
chr1	151484126	151484227	102	*	X0073	57530	151483862	151511167	27306	+	0	inside	263	CGN
chr1	154973590	154973709	120	*	X0077	51043	154975106	154991001	15896	+	1396	upstream	1396	ZBTB7B
chr1	154973755	154973904	150	*	X0078	51043	154975106	154991001	15896	+	1201	upstream	1201	ZBTB7B
chr1	154975294	154975364	71	*	X0079	51043	154975106	154991001	15896	+	0	inside	187	ZBTB7B
chr1	155108190	155108207	18	*	X0085	55974	155108288	155111334	3047	+	80	upstream	80	SLC50A1
chr1	155108268	155108369	102	*	X0086	55974	155108288	155111334	3047	+	0	overlapStart	0	SLC50A1
chr1	161135620	161135739	120	*	X0088	5498	161136181	161147801	11621	+	441	upstream	441	PPOX
chr1	167189178	167189273	96	*	X0090	5451	167190066	167396582	206517	+	792	upstream	792	POU2F1
chr1	167190125	167190146	22	*	X0091	5451	167190066	167396582	206517	+	0	inside	58	POU2F1
chr1	179846781	179846822	42	*	X0095	163590	179809102	179846941	37840	-	0	inside	118	TOR1AIP2
chr1	180123997	180124001	5	*	X0096	5768	180123968	180167169	43202	+	0	inside	28	QSOX1
chr1	183439450	183439517	68	*	X0098	9887	183441506	183523328	81823	+	1988	upstream	1988	SMG7
chr1	183440375	183440442	68	*	X0099	9887	183441506	183523328	81823	+	1063	upstream	1063	SMG7
chr1	186344837	186344885	49	*	X0101	54953	186344890	186390503	45614	+	4	upstream	4	ODR4
chr1	186344837	186344885	49	*	X0101	7175	186280786	186344864	64079	-	0	overlapStart	0	TPR
chr1	201438704	201438718	15	*	X0103	23612	201434607	201438299	3693	-	404	upstream	404	PHLDA3
chr1	203764930	203765019	90	*	X0106	100381270	203766651	203769590	2940	+	1631	upstream	1631	ZBED6
chr1	203764930	203765019	90	*	X0106	9877	203764751	203823256	58506	+	0	inside	178	ZC3H11A
chr1	204463770	204463837	68	*	X0107	5287	204391758	204463852	72095	-	0	inside	14	PIK3C2B
chr1	205649675	205649824	150	*	X0109	2005	205566695	205649630	82936	-	44	upstream	44	ELK4
chr1	205649675	205649824	150	*	X0109	85414	205592804	205649630	56827	-	44	upstream	44	SLC45A3
chr1	222886767	222886878	112	*	X0114	64853	222841355	222886526	45172	-	240	upstream	240	AIDA
chr1	226250399	226250473	75	*	X0115	3020	226250408	226259703	9296	+	0	overlapStart	0	H3-3A
chr1	226250399	226250473	75	*	X0115	440926	226251678	226259703	8026	+	1204	upstream	1204	H3P6
chr1	233086338	233086359	22	*	X0117	84284	233086370	233114219	27850	+	10	upstream	10	NTPCR
chr1	244998587	244998601	15	*	X0118	116228	244998639	245008359	9721	+	37	upstream	37	COX20
chr1	246670600	246670702	103	*	X0119	64754	245912642	246670644	758003	-	0	overlapStart	0	SMYD3
chr10	5855379	5855391	13	*	X0121	2665	5807186	5855512	48327	-	0	inside	120	GDI2
chr10	12111208	12111369	162	*	X0122	55526	12110916	12165227	54312	+	0	inside	291	DHTKD1
chr10	13142115	13142226	112	*	X0123	10133	13142082	13180276	38195	+	0	inside	32	OPTN
chr10	13142115	13142226	112	*	X0123	83643	12938625	13141713	203089	-	401	upstream	401	CCDC3
chr10	13142497	13142631	135	*	X0124	83643	12938625	13141713	203089	-	783	upstream	783	CCDC3
chr10	13390366	13390434	69	*	X0125	22929	13359438	13390298	30861	-	67	upstream	67	SEPHS1
chr10	16859746	16859850	105	*	X0126	6251	16632617	16859453	226837	-	292	upstream	292	RSU1
chr10	22292527	22292619	93	*	X0130	64215	22045477	22292650	247174	-	0	inside	30	DNAJC1
chr10	28287536	28287715	180	*	X0132	55130	28101097	28287977	186881	-	0	inside	261	ARMC4
chr10	28821081	28821200	120	*	X0133	220906	28808846	28821460	12615	-	0	inside	259	WAC-AS1
chr10	28821081	28821200	120	*	X0133	51322	28821422	28912041	90620	+	221	upstream	221	WAC
chr10	28821981	28821990	10	*	X0134	220906	28808846	28821460	12615	-	520	upstream	520	WAC-AS1
chr10	30721999	30722133	135	*	X0135	1326	30722950	30750762	27813	+	816	upstream	816	MAP3K8
chr10	35415866	35415945	80	*	X0136	1390	35415769	35501886	86118	+	0	inside	96	CREM
chr10	70883377	70883419	43	*	X0139	9559	70883908	70932616	48709	+	488	upstream	488	VPS26A
chr10	73078956	73079010	55	*	X0140	55315	73079010	73123147	44138	+	0	overlapStart	0	SLC29A3
chr10	74927993	74928119	127	*	X0142	11319	74894282	74927853	33572	-	139	upstream	139	ECD
chr10	74927993	74928119	127	*	X0142	317662	74927877	75001939	74063	+	0	inside	115	FAM149B1
chr10	75911023	75911209	187	*	X0143	132	75910943	76469061	558119	+	0	inside	79	ADK
chr10	75911023	75911209	187	*	X0143	26985	75880015	75910826	30812	-	196	upstream	196	AP3M1
chr10	77054442	77054539	98	*	X0145	253264	77056141	77121436	65296	+	1601	upstream	1601	ZNF503-AS1
chr10	77055132	77055236	105	*	X0146	253264	77056141	77121436	65296	+	904	upstream	904	ZNF503-AS1
chr10	81965361	81965420	60	*	X0148	311	81914880	81965433	50554	-	0	inside	12	ANXA11
chr10	92618343	92618405	63	*	X0150	3363	92500576	92617671	117096	-	671	upstream	671	HTR7
chr10	93169330	93169345	16	*	X0153	143279	93170096	93274520	104425	+	750	upstream	750	HECTD2
chr10	99259265	99259399	135	*	X0154	64210	99218081	99258513	40433	-	751	upstream	751	MMS19
chr10	102791498	102791677	180	*	X0155	79955	102767440	102790914	23475	-	583	upstream	583	PDZD7
chr10	103824876	103824923	48	*	X0158	79803	103825124	103827795	2672	+	200	upstream	200	HPS6
chr10	103880436	103880519	84	*	X0159	8861	103867325	103880210	12886	-	225	upstream	225	LDB1
chr10	104153902	104153969	68	*	X0160	4791	104153867	104162286	8420	+	0	inside	34	NFKB2
chr10	105882101	105882175	75	*	X0161	119392	105881816	105886143	4328	+	0	inside	284	SFR1
chr10	111768123	111768371	249	*	X0163	100505933	111705317	111768139	62823	-	0	overlapStart	0	ADD3-AS1
chr10	111967206	111967325	120	*	X0164	4601	111967363	112047123	79761	+	37	upstream	37	MXI1
chr10	120840527	120840624	98	*	X0168	8661	120794541	120840334	45794	-	192	upstream	192	EIF3A
chr10	121410511	121410630	120	*	X0169	9531	121410882	121437329	26448	+	251	upstream	251	BAG3
chr10	121410846	121410870	25	*	X0170	9531	121410882	121437329	26448	+	11	upstream	11	BAG3
chr10	121485550	121485623	74	*	X0171	22876	121485559	121588662	103104	+	0	overlapStart	0	INPP5F
chr11	207810	207914	105	*	X0172	51272	202924	207422	4499	-	387	upstream	387	BET1L
chr11	207810	207914	105	*	X0172	60626	208530	215110	6581	+	615	upstream	615	RIC8A
chr11	207945	208001	57	*	X0173	51272	202924	207422	4499	-	522	upstream	522	BET1L
chr11	207945	208001	57	*	X0173	60626	208530	215110	6581	+	528	upstream	528	RIC8A
chr11	1785314	1785354	41	*	X0177	1509	1773982	1785222	11241	-	91	upstream	91	CTSD
chr11	1785314	1785354	41	*	X0177	81532	1490685	1785501	294817	-	0	inside	146	MOB2
chr11	3862815	3862882	68	*	X0178	391	3848208	3862213	14006	-	601	upstream	601	RHOG
chr11	4208429	4208548	120	*	X0179	100506082	4208382	4223883	15502	+	0	inside	46	LINC02749
chr11	6624710	6624844	135	*	X0181	23378	6621144	6624880	3737	-	0	inside	35	RRP8
chr11	6624710	6624844	135	*	X0181	3611	6624964	6632099	7136	+	119	upstream	119	ILK
chr11	6624920	6624994	75	*	X0182	23378	6621144	6624880	3737	-	39	upstream	39	RRP8
chr11	6624920	6624994	75	*	X0182	3611	6624964	6632099	7136	+	0	overlapStart	0	ILK
chr11	11863106	11863139	34	*	X0189	55031	11862970	11980872	117903	+	0	inside	135	USP47
chr11	17373582	17373625	44	*	X0191	374383	17373309	17398868	25560	+	0	inside	272	NCR3LG1
chr11	19138951	19139019	69	*	X0192	54503	19138692	19197967	59276	+	0	inside	258	ZDHHC13
chr11	44587180	44587239	60	*	X0194	3732	44587141	44641315	54175	+	0	inside	38	CD82
chr11	46402144	46402275	132	*	X0198	4192	46402334	46405387	3054	+	58	upstream	58	MDK
chr11	46402336	46402575	240	*	X0199	4192	46402334	46405387	3054	+	0	inside	1	MDK
chr11	48001575	48001694	120	*	X0201	5795	48002110	48192394	190285	+	415	upstream	415	PTPRJ
chr11	48001875	48001923	49	*	X0202	5795	48002110	48192394	190285	+	186	upstream	186	PTPRJ
chr11	57103317	57103345	29	*	X0205	6749	57093459	57103351	9893	-	0	inside	5	SSRP1
chr11	57226543	57226544	2	*	X0206	349667	57228339	57244384	16046	+	1794	upstream	1794	RTN4RL2
chr11	57226632	57226647	16	*	X0207	349667	57228339	57244384	16046	+	1691	upstream	1691	RTN4RL2
chr11	57227668	57227772	105	*	X0208	349667	57228339	57244384	16046	+	566	upstream	566	RTN4RL2
chr11	57227818	57228057	240	*	X0209	349667	57228339	57244384	16046	+	281	upstream	281	RTN4RL2
chr11	57228433	57228552	120	*	X0210	349667	57228339	57244384	16046	+	0	inside	93	RTN4RL2
chr11	57228613	57228717	105	*	X0211	349667	57228339	57244384	16046	+	0	inside	273	RTN4RL2
chr11	59436303	59436314	12	*	X0215	219988	59404192	59436511	32320	-	0	inside	196	PATL1
chr11	59578020	59578082	63	*	X0216	54948	59573608	59578345	4738	-	0	inside	262	MRPL16
chr11	61659602	61659654	53	*	X0217	3995	61640998	61659006	18009	-	595	upstream	595	FADS3
chr11	62380041	62380115	75	*	X0218	256364	62369691	62380237	10547	-	0	inside	121	EML3
chr11	62380041	62380115	75	*	X0218	6094	62380213	62382592	2380	+	97	upstream	97	ROM1
chr11	62528934	62529019	86	*	X0221	5436	62529011	62534187	5177	+	0	overlapStart	0	POLR2G
chr11	63535739	63535821	83	*	X0224	65998	63527364	63536113	8750	-	0	inside	291	C11orf95
chr11	63536339	63536473	135	*	X0225	65998	63527364	63536113	8750	-	225	upstream	225	C11orf95
chr11	63706446	63706495	50	*	X0226	79829	63706442	63724446	18005	+	0	inside	3	NAA40
chr11	64546259	64546287	29	*	X0230	7536	64532076	64546316	14241	-	0	inside	28	SF1
chr11	64570805	64570815	11	*	X0231	5871	64556609	64570713	14105	-	91	upstream	91	MAP4K2
chr11	64781056	64781190	135	*	X0232	100528018	64781585	64808044	26460	+	394	upstream	394	ARL2-SNX15
chr11	64781056	64781190	135	*	X0232	402	64781585	64789657	8073	+	394	upstream	394	ARL2
chr11	64948424	64948483	60	*	X0234	823	64948686	64979477	30792	+	202	upstream	202	CAPN1
chr11	64948724	64948843	120	*	X0235	823	64948686	64979477	30792	+	0	inside	37	CAPN1
chr11	65325960	65325968	9	*	X0237	4054	65306030	65326253	20224	-	0	inside	284	LTBP3
chr11	65656102	65656158	57	*	X0239	11007	65657875	65659106	1232	+	1716	upstream	1716	CCDC85B
chr11	65656102	65656158	57	*	X0239	9158	65651211	65656010	4800	-	91	upstream	91	FIBP
chr11	66405581	66405730	150	*	X0242	5936	66406088	66435858	29771	+	357	upstream	357	RBM4
chr11	67141355	67141509	155	*	X0244	23529	67131639	67141648	10010	-	0	inside	138	CLCF1
chr11	67188667	67188679	13	*	X0245	5499	67165652	67188654	23003	-	12	upstream	12	PPP1CA
chr11	67236946	67236975	30	*	X0246	80194	67231819	67236748	4930	-	197	upstream	197	TMEM134
chr11	75272908	75273181	274	*	X0249	871	75273101	75283849	10749	+	0	overlapStart	0	SERPINH1
chr11	76092026	76092138	113	*	X0250	5612	76061004	76091880	30877	-	145	upstream	145	THAP12
chr11	77185023	77185134	112	*	X0251	5058	77033060	77185108	152049	-	0	overlapStart	0	PAK1
chr11	96076393	96076397	5	*	X0252	84441	95711440	96076344	364905	-	48	upstream	48	MAML2
chr11	105947768	105947902	135	*	X0253	60496	105948292	105969419	21128	+	389	upstream	389	AASDHPPT
chr11	108091892	108091996	105	*	X0254	472	108093559	108239826	146268	+	1562	upstream	1562	ATM
chr11	108369164	108369268	105	*	X0255	143888	108342833	108369159	26327	-	4	upstream	4	POGLUT3
chr11	114310026	114310127	102	*	X0257	25996	114310108	114321000	10893	+	0	overlapStart	0	REXO2
chr11	117186788	117186892	105	*	X0258	23621	117156402	117186972	30571	-	0	inside	79	BACE1
chr11	120081739	120081746	8	*	X0265	220323	120081747	120100650	18904	+	0	upstream	0	OAF
chr11	125932959	125933033	75	*	X0269	50937	125826713	125933187	106475	-	0	inside	153	CDON
chr12	3186805	3187104	300	*	X0273	10867	3186521	3395730	209210	+	0	inside	283	TSPAN9
chr12	6798924	6798998	75	*	X0275	171017	6775643	6798738	23096	-	185	upstream	185	ZNF384
chr12	6876855	6876919	65	*	X0276	8079	6857158	6876641	19484	-	213	upstream	213	MLF2
chr12	7126164	7126184	21	*	X0278	10162	7085347	7125842	40496	-	321	upstream	321	LPCAT3
chr12	7126200	7126334	135	*	X0279	10162	7085347	7125842	40496	-	357	upstream	357	LPCAT3
chr12	10875952	10876071	120	*	X0282	8531	10851676	10875953	24278	-	0	overlapStart	0	YBX3
chr12	12502954	12502992	39	*	X0283	54682	12482218	12503169	20952	-	0	inside	176	MANSC1
chr12	19592656	19592680	25	*	X0285	121536	19592608	19675173	82566	+	0	inside	47	AEBP2
chr12	19592786	19592845	60	*	X0286	121536	19592608	19675173	82566	+	0	inside	177	AEBP2
chr12	25404175	25404189	15	*	X0287	3845	25358180	25403863	45684	-	311	upstream	311	KRAS
chr12	26278236	26278340	105	*	X0288	79365	26272959	26278003	5045	-	232	upstream	232	BHLHE41
chr12	26278701	26278850	150	*	X0289	79365	26272959	26278003	5045	-	697	upstream	697	BHLHE41
chr12	26986359	26986447	89	*	X0290	3709	26488285	26986131	497847	-	227	upstream	227	ITPR2
chr12	31744139	31744278	140	*	X0292	160518	31535157	31743952	208796	-	186	upstream	186	DENND5B
chr12	45610253	45610387	135	*	X0293	51054	45566817	45609789	42973	-	463	upstream	463	PLEKHA8P1
chr12	48213884	48213897	14	*	X0298	51564	48176507	48213763	37257	-	120	upstream	120	HDAC7
chr12	49504666	49504716	51	*	X0302	55716	49490923	49504680	13758	-	0	overlapStart	0	LMBR1L
chr12	50017409	50017435	27	*	X0304	25766	50017197	50038452	21256	+	0	inside	211	PRPF40B
chr12	51611943	51611982	40	*	X0307	5463	51580719	51611477	30759	-	465	upstream	465	POU6F1
chr12	51664204	51664293	90	*	X0308	57228	51639133	51664202	25070	-	1	upstream	1	SMAGP
chr12	51664339	51664450	112	*	X0309	57228	51639133	51664202	25070	-	136	upstream	136	SMAGP
chr12	52345142	52345218	77	*	X0310	91	52345451	52390863	45413	+	232	upstream	232	ACVR1B
chr12	53440907	53440932	26	*	X0314	23371	53440810	53458162	17353	+	0	inside	96	TNS2
chr12	53574682	53574705	24	*	X0316	283337	53574535	53584654	10120	+	0	inside	146	ZNF740
chr12	53895017	53895079	63	*	X0319	7786	53874276	53893444	19169	-	1572	upstream	1572	MAP3K12
chr12	54813147	54813157	11	*	X0321	3678	54789045	54813050	24006	-	96	upstream	96	ITGA5
chr12	56616143	56616247	105	*	X0325	10193	56596288	56615753	19466	-	389	upstream	389	RNF41
chr12	56616143	56616247	105	*	X0325	79035	56618125	56623638	5514	+	1877	upstream	1877	NABP2
chr12	56618213	56618332	120	*	X0326	79035	56618125	56623638	5514	+	0	inside	87	NABP2
chr12	57030427	57030476	50	*	X0327	11176	56989380	57030163	40784	-	263	upstream	263	BAZ2A
chr12	57914675	57914760	86	*	X0334	114785	57916659	57923931	7273	+	1898	upstream	1898	MBD6
chr12	57914675	57914760	86	*	X0334	1649	57910371	57914300	3930	-	374	upstream	374	DDIT3
chr12	58176433	58176479	47	*	X0335	10102	58176528	58196639	20112	+	48	upstream	48	TSFM
chr12	58335738	58335902	165	*	X0336	91419	58335445	58351052	15608	+	0	inside	292	ATP23
chr12	59990011	59990100	90	*	X0337	9194	59989821	60183635	193815	+	0	inside	189	SLC16A7
chr12	65672268	65672387	120	*	X0341	253827	65672423	65860687	188265	+	35	upstream	35	MSRB3
chr12	68042613	68042755	143	*	X0342	8445	68042512	68056444	13933	+	0	inside	100	DYRK2
chr12	70759045	70759179	135	*	X0343	27345	70760062	70828072	68011	+	882	upstream	882	KCNMB4
chr12	72148942	72149028	87	*	X0344	23011	72148658	72181150	32493	+	0	inside	283	RAB21
chr12	82752593	82752657	65	*	X0345	29080	82746083	82752584	6502	-	8	upstream	8	CCDC59
chr12	82752713	82752836	124	*	X0346	29080	82746083	82752584	6502	-	128	upstream	128	CCDC59
chr12	93322966	93323026	61	*	X0347	8411	93166285	93323107	156823	-	0	inside	80	EEA1
chr12	95467396	95467414	19	*	X0349	7181	95414005	95467404	53400	-	0	overlapStart	0	NR2C1
chr12	98897688	98897745	58	*	X0350	643770	98879322	98897633	18312	-	54	upstream	54	LINC02453
chr12	102224915	102224933	19	*	X0351	79158	102139275	102224645	85371	-	269	upstream	269	GNPTAB
chr12	102271027	102271176	150	*	X0352	55332	102271105	102317401	46297	+	0	overlapStart	0	DRAM1
chr12	111843182	111843277	96	*	X0356	10019	111843752	111889427	45676	+	474	upstream	474	SH2B3
chr12	112451397	112451416	20	*	X0358	10961	112451152	112461024	9873	+	0	inside	244	ERP29
chr12	112451397	112451416	20	*	X0358	89894	112369087	112451023	81937	-	373	upstream	373	TMEM116
chr12	112819679	112819751	73	*	X0359	283450	112597992	112819896	221905	-	0	inside	144	HECTD4
chr12	120907100	120907132	33	*	X0362	8655	120907660	120936298	28639	+	527	upstream	527	DYNLL1
chr12	120934738	120934780	43	*	X0363	100506668	120928141	120933749	5609	-	988	upstream	988	NRAV
chr12	123635152	123635249	98	*	X0365	57605	123468027	123635285	167259	-	0	inside	35	PITPNM2
chr12	123718514	123718568	55	*	X0366	10198	123640946	123717658	76713	-	855	upstream	855	MPHOSPH9
chr12	123868820	123868969	150	*	X0367	387893	123868704	123893900	25197	+	0	inside	115	KMT5A
chr13	31773873	31773916	44	*	X0373	145173	31774112	31906411	132300	+	195	upstream	195	B3GLCT
chr13	33160625	33160650	26	*	X0374	23047	33160564	33352158	191595	+	0	inside	60	PDS5B
chr13	48878382	48878419	38	*	X0379	100862704	48870649	48877797	7149	-	584	upstream	584	RB1-DT
chr13	50366757	50366898	142	*	X0380	3839	50273443	50367057	93615	-	0	inside	158	KPNA3
chr13	50571440	50571484	45	*	X0381	100500908	50570551	50570637	87	-	802	upstream	802	MIR3613
chr13	50571440	50571484	45	*	X0381	10206	50571143	50592603	21461	+	0	inside	296	TRIM13
chr13	52586231	52586308	78	*	X0382	440138	52586523	52591849	5327	+	214	upstream	214	ALG11
chr13	52586231	52586308	78	*	X0382	540	52506806	52585630	78825	-	600	upstream	600	ATP7B
chr13	52586231	52586308	78	*	X0382	9724	52586523	52607736	21214	+	214	upstream	214	UTP14C
chr13	92001274	92001351	78	*	X0385	406980	92002859	92003645	787	+	1507	upstream	1507	MIR19B1
chr13	100258997	100259010	14	*	X0386	171425	100258919	100549388	290470	+	0	inside	77	CLYBL
chr13	111366420	111366569	150	*	X0388	79587	111293757	111365950	72194	-	469	upstream	469	CARS2
chr13	111366630	111366719	90	*	X0389	79587	111293757	111365950	72194	-	679	upstream	679	CARS2
chr13	115000408	115000573	166	*	X0391	8881	115000362	115038150	37789	+	0	inside	45	CDC16
chr13	115000649	115000711	63	*	X0392	8881	115000362	115038150	37789	+	0	inside	286	CDC16
chr14	21538320	21538469	150	*	X0393	55701	21538527	21558036	19510	+	57	upstream	57	ARHGEF40
chr14	21539550	21539669	120	*	X0394	57447	21484922	21539031	54110	-	518	upstream	518	NDRG2
chr14	23058691	23058761	71	*	X0395	1603	23033807	23058143	24337	-	547	upstream	547	DAD1
chr14	23526337	23526456	120	*	X0399	64403	23516270	23526747	10478	-	0	inside	290	CDH24
chr14	23563912	23563935	24	*	X0400	55017	23564683	23569665	4983	+	747	upstream	747	C14orf119
chr14	24835516	24835650	135	*	X0402	4776	24836145	24848810	12666	+	494	upstream	494	NFATC4
chr14	24835951	24836055	105	*	X0403	4776	24836145	24848810	12666	+	89	upstream	89	NFATC4
chr14	24836431	24836469	39	*	X0404	4776	24836145	24848810	12666	+	0	inside	285	NFATC4
chr14	35873991	35874078	88	*	X0405	4792	35870716	35873960	3245	-	30	upstream	30	NFKBIA
chr14	50359548	50359625	78	*	X0406	382	50359736	50363772	4037	+	110	upstream	110	ARF6
chr14	52118769	52118873	105	*	X0409	145438	52116236	52118462	2227	-	306	upstream	306	FRMD6-AS1
chr14	64319949	64320173	225	*	X0414	23224	64319683	64693167	373485	+	0	inside	265	SYNE2
chr14	65346723	65346812	90	*	X0415	6710	65213001	65346601	133601	-	121	upstream	121	SPTB
chr14	65347083	65347232	150	*	X0416	6710	65213001	65346601	133601	-	481	upstream	481	SPTB
chr14	69658382	69658501	120	*	X0417	55218	69658194	69710737	52544	+	0	inside	187	EXD2
chr14	74550915	74551028	114	*	X0418	4329	74526872	74551196	24325	-	0	inside	167	ALDH6A1
chr14	74550915	74551028	114	*	X0418	91750	74551656	74667117	115462	+	627	upstream	627	LIN52
chr14	75744876	75744980	105	*	X0419	2353	75745481	75748937	3457	+	500	upstream	500	FOS
chr14	75894071	75894160	90	*	X0423	122953	75894509	75939404	44896	+	348	upstream	348	JDP2
chr14	77787242	77787262	21	*	X0427	2954	77787230	77797940	10711	+	0	inside	11	GSTZ1
chr14	77787242	77787262	21	*	X0427	29954	77741299	77787225	45927	-	16	upstream	16	POMT2
chr14	92588460	92588574	115	*	X0429	4707	92582468	92588153	5686	-	306	upstream	306	NDUFB1
chr14	92588460	92588574	115	*	X0429	53981	92588298	92630543	42246	+	0	inside	161	CPSF2
chr14	94595802	94595907	106	*	X0430	83982	94594118	94595957	1840	-	0	inside	49	IFI27L2
chr14	105767358	105767514	157	*	X0433	23241	105767170	105864484	97315	+	0	inside	187	PACS2
chr15	35262125	35262253	129	*	X0436	9716	35148552	35261995	113444	-	129	upstream	129	AQR
chr15	41166244	41166348	105	*	X0440	171177	41164412	41166487	2076	-	0	inside	138	RHOV
chr15	41186392	41186411	20	*	X0441	57617	41186628	41196173	9546	+	216	upstream	216	VPS18
chr15	41186559	41186616	58	*	X0442	57617	41186628	41196173	9546	+	11	upstream	11	VPS18
chr15	41221380	41221484	105	*	X0443	54567	41221531	41231258	9728	+	46	upstream	46	DLL4
chr15	42120126	42120152	27	*	X0445	100137047	42120283	42132428	12146	+	130	upstream	130	JMJD7
chr15	42120126	42120152	27	*	X0445	8681	42120283	42140346	20064	+	130	upstream	130	JMJD7-PLA2G4B
chr15	42264387	42264506	120	*	X0446	30844	42191639	42264755	73117	-	0	inside	248	EHD4
chr15	43802415	43802473	59	*	X0448	7158	43699412	43802707	103296	-	0	inside	233	TP53BP1
chr15	45004091	45004345	255	*	X0449	197135	44957930	45003514	45585	-	576	upstream	576	PATL2
chr15	56285989	56286013	25	*	X0450	4734	56119122	56285835	166714	-	153	upstream	153	NEDD4
chr15	65321988	65322032	45	*	X0452	123263	65293850	65321977	28128	-	10	upstream	10	MTFMT
chr15	65579205	65579246	42	*	X0453	54956	65550437	65579018	28582	-	186	upstream	186	PARP16
chr15	66994760	66994913	154	*	X0454	4091	66994674	67074337	79664	+	0	inside	85	SMAD6
chr15	76352399	76352548	150	*	X0461	123591	76352299	76521462	169164	+	0	inside	99	TMEM266
chr15	80987107	80987226	120	*	X0465	58489	80987652	81047962	60311	+	425	upstream	425	ABHD17C
chr15	81616951	81616994	44	*	X0467	80765	81605007	81616524	11518	-	426	upstream	426	STARD5
chr15	90728007	90728062	56	*	X0469	10509	90728152	90772892	44741	+	89	upstream	89	SEMA4B
