seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	3371070	3371189	120	*	X00150	27237	3371147	3397677	26531	+	0	overlapStart	0	ARHGEF16
chr1	3541703	3542003	301	*	X00163	127262	3541556	3546694	5139	+	0	inside	146	TPRG1L
chr1	3663507	3663656	150	*	X00165	57212	3652548	3663937	11390	-	0	inside	280	TP73-AS1
chr1	3663987	3664121	135	*	X00166	57212	3652548	3663937	11390	-	49	upstream	49	TP73-AS1
chr1	3688852	3688941	90	*	X00167	388588	3689334	3692546	3213	+	392	upstream	392	SMIM1
chr1	3688950	3689064	115	*	X00168	388588	3689334	3692546	3213	+	269	upstream	269	SMIM1
chr1	3713211	3713330	120	*	X00169	57470	3696784	3713068	16285	-	142	upstream	142	LRRC47
chr1	3774387	3774566	180	*	X00170	9731	3728645	3773797	45153	-	589	upstream	589	CEP104
chr1	3816553	3816732	180	*	X00171	100133612	3816968	3833879	16912	+	235	upstream	235	LINC01134
chr1	3816553	3816732	180	*	X00171	339448	3805697	3816857	11161	-	0	inside	124	C1orf174
chr1	3816823	3816882	60	*	X00172	100133612	3816968	3833879	16912	+	85	upstream	85	LINC01134
chr1	3816823	3816882	60	*	X00172	339448	3805697	3816857	11161	-	0	overlapStart	0	C1orf174
chr1	3817439	3817573	135	*	X00173	339448	3805697	3816857	11161	-	581	upstream	581	C1orf174
chr1	3817724	3817963	240	*	X00174	339448	3805697	3816857	11161	-	866	upstream	866	C1orf174
chr1	6051104	6051223	120	*	X00177	8514	6052358	6161253	108896	+	1134	upstream	1134	KCNAB2
chr1	6051809	6052158	350	*	X00178	8514	6052358	6161253	108896	+	199	upstream	199	KCNAB2
chr1	6052784	6052873	90	*	X00179	261734	5922870	6052533	129664	-	250	upstream	250	NPHP4
chr1	6052954	6053358	405	*	X00180	261734	5922870	6052533	129664	-	420	upstream	420	NPHP4
chr1	6053574	6053798	225	*	X00181	261734	5922870	6052533	129664	-	1040	upstream	1040	NPHP4
chr1	6054159	6054263	105	*	X00182	261734	5922870	6052533	129664	-	1625	upstream	1625	NPHP4
chr1	6265074	6265193	120	*	X00187	388591	6266189	6281359	15171	+	995	upstream	995	RNF207
chr1	6265485	6265574	90	*	X00188	388591	6266189	6281359	15171	+	614	upstream	614	RNF207
chr1	6296092	6296134	43	*	X00192	23463	6281253	6296044	14792	-	47	upstream	47	ICMT
chr1	6296166	6296196	31	*	X00193	23463	6281253	6296044	14792	-	121	upstream	121	ICMT
chr1	6321163	6321237	75	*	X00198	387509	6307406	6321035	13630	-	127	upstream	127	GPR153
chr1	6453436	6453586	151	*	X00205	11332	6324332	6453826	129495	-	0	inside	239	ACOT7
chr1	6453872	6453976	105	*	X00206	11332	6324332	6453826	129495	-	45	upstream	45	ACOT7
chr1	6483818	6483982	165	*	X00210	83715	6484848	6521004	36157	+	865	upstream	865	ESPN
chr1	6484067	6484186	120	*	X00211	83715	6484848	6521004	36157	+	661	upstream	661	ESPN
chr1	6640183	6640317	135	*	X00225	3104	6640056	6649340	9285	+	0	inside	126	ZBTB48
chr1	6640337	6640486	150	*	X00226	3104	6640056	6649340	9285	+	0	inside	280	ZBTB48
chr1	6662957	6663015	59	*	X00227	9903	6650779	6662929	12151	-	27	upstream	27	KLHL21
chr1	6673307	6673576	270	*	X00228	148479	6673756	6684093	10338	+	179	upstream	179	PHF13
chr1	6673701	6673831	131	*	X00229	148479	6673756	6684093	10338	+	0	overlapStart	0	PHF13
chr1	6673963	6674802	840	*	X00230	148479	6673756	6684093	10338	+	0	inside	206	PHF13
chr1	6844744	6844863	120	*	X00234	23261	6845384	7829766	984383	+	520	upstream	520	CAMTA1
chr1	6845495	6845598	104	*	X00235	23261	6845384	7829766	984383	+	0	inside	110	CAMTA1
chr1	6845629	6845973	345	*	X00236	23261	6845384	7829766	984383	+	0	inside	244	CAMTA1
chr1	7830942	7831076	135	*	X00244	9341	7831329	7841492	10164	+	252	upstream	252	VAMP3
chr1	7831182	7831316	135	*	X00245	9341	7831329	7841492	10164	+	12	upstream	12	VAMP3
chr1	7843482	7843691	210	*	X00246	8863	7844380	7905237	60858	+	688	upstream	688	PER3
chr1	7843776	7843985	210	*	X00247	8863	7844380	7905237	60858	+	394	upstream	394	PER3
chr1	8085996	8086220	225	*	X00249	54206	8071779	8086393	14615	-	0	inside	172	ERRFI1
chr1	8087308	8087412	105	*	X00250	54206	8071779	8086393	14615	-	914	upstream	914	ERRFI1
chr1	8877300	8877419	120	*	X00256	473	8412464	8877699	465236	-	0	inside	279	RERE
chr1	8877585	8877734	150	*	X00257	473	8412464	8877699	465236	-	0	overlapStart	0	RERE
chr1	9189201	9189213	13	*	X00259	80045	9164476	9189229	24754	-	0	inside	15	GPR157
chr1	9189378	9189755	378	*	X00260	80045	9164476	9189229	24754	-	148	upstream	148	GPR157
chr1	9353157	9353336	180	*	X00266	80176	9352941	9429590	76650	+	0	inside	215	SPSB1
chr1	9648594	9648656	63	*	X00276	199953	9648932	9674935	26004	+	275	upstream	275	TMEM201
chr1	9648882	9648956	75	*	X00277	199953	9648932	9674935	26004	+	0	overlapStart	0	TMEM201
chr1	9884190	9884375	186	*	X00287	22883	9789079	9884550	95472	-	0	inside	174	CLSTN1
chr1	9969998	9970087	90	*	X00289	56998	9908334	9970316	61983	-	0	inside	228	CTNNBIP1
chr1	9970633	9970792	160	*	X00290	56998	9908334	9970316	61983	-	316	upstream	316	CTNNBIP1
chr1	10093060	10093284	225	*	X00291	10277	10093041	10241296	148256	+	0	inside	18	UBE4B
chr1	10458959	10459048	90	*	X00293	5226	10459085	10480201	21117	+	36	upstream	36	PGD
chr1	10532191	10532325	135	*	X00296	1676	10520603	10532613	12011	-	0	inside	287	DFFA
chr1	10534932	10535265	334	*	X00297	5195	10535003	10690815	155813	+	0	overlapStart	0	PEX14
chr1	11072269	11072388	120	*	X00314	23435	11072679	11085549	12871	+	290	upstream	290	TARDBP
chr1	11119965	11120053	89	*	X00318	6723	11114649	11120091	5443	-	0	inside	37	SRM
chr1	11120850	11120969	120	*	X00319	6723	11114649	11120091	5443	-	758	upstream	758	SRM
chr1	11160022	11160156	135	*	X00320	5394	11126676	11159938	33263	-	83	upstream	83	EXOSC10
chr1	11322310	11322414	105	*	X00322	2475	11166588	11322608	156021	-	0	inside	193	MTOR
chr1	11333223	11333232	10	*	X00323	29914	11333255	11348491	15237	+	22	upstream	22	UBIAD1
chr1	11538916	11538942	27	*	X00324	57540	11539295	11597640	58346	+	352	upstream	352	DISP3
chr1	11713163	11713372	210	*	X00325	93611	11714432	11723384	8953	+	1059	upstream	1059	FBXO44
chr1	11713644	11713682	39	*	X00326	93611	11714432	11723384	8953	+	749	upstream	749	FBXO44
chr1	11714868	11715137	270	*	X00327	26232	11708418	11714888	6471	-	0	overlapStart	0	FBXO2
chr1	11715153	11715407	255	*	X00328	26232	11708418	11714888	6471	-	264	upstream	264	FBXO2
chr1	11724335	11724679	345	*	X00329	26270	11724150	11734409	10260	+	0	inside	184	FBXO6
chr1	11753029	11753136	108	*	X00333	10459	11734537	11751678	17142	-	1350	upstream	1350	MAD2L2
chr1	11864961	11865080	120	*	X00337	1185	11866153	11903201	37049	+	1072	upstream	1072	CLCN6
chr1	11866431	11866610	180	*	X00338	1185	11866153	11903201	37049	+	0	inside	277	CLCN6
chr1	11866431	11866610	180	*	X00338	4524	11845787	11866160	20374	-	270	upstream	270	MTHFR
chr1	11994695	11994799	105	*	X00341	5351	11994724	12035599	40876	+	0	overlapStart	0	PLOD1
chr1	11994935	11995039	105	*	X00342	5351	11994724	12035599	40876	+	0	inside	210	PLOD1
chr1	12078995	12079039	45	*	X00345	60672	12079299	12092106	12808	+	259	upstream	259	MIIP
chr1	12677827	12677886	60	*	X00357	9249	12627939	12677820	49882	-	6	upstream	6	DHRS3
chr1	12679687	12679772	86	*	X00358	9249	12627939	12677820	49882	-	1866	upstream	1866	DHRS3
chr1	15478601	15478705	105	*	X00363	55092	15479028	15546974	67947	+	322	upstream	322	TMEM51
chr1	15478601	15478705	105	*	X00363	200197	15438311	15478960	40650	-	0	inside	254	TMEM51-AS1
chr1	15480115	15480355	241	*	X00364	200197	15438311	15478960	40650	-	1154	upstream	1154	TMEM51-AS1
chr1	15573912	15574106	195	*	X00365	114827	15573768	15726778	153011	+	0	inside	143	FHAD1
chr1	15850991	15851384	394	*	X00382	842	15817324	15851285	33962	-	0	overlapStart	0	CASP9
chr1	15850991	15851384	394	*	X00382	23341	15853352	15918874	65523	+	1967	upstream	1967	DNAJC16
chr1	15851655	15851719	65	*	X00383	842	15817324	15851285	33962	-	369	upstream	369	CASP9
chr1	15851655	15851719	65	*	X00383	23341	15853352	15918874	65523	+	1632	upstream	1632	DNAJC16
chr1	15851810	15851944	135	*	X00384	842	15817324	15851285	33962	-	524	upstream	524	CASP9
chr1	15851810	15851944	135	*	X00384	23341	15853352	15918874	65523	+	1407	upstream	1407	DNAJC16
chr1	15851960	15852064	105	*	X00385	842	15817324	15851285	33962	-	674	upstream	674	CASP9
chr1	15851960	15852064	105	*	X00385	23341	15853352	15918874	65523	+	1287	upstream	1287	DNAJC16
chr1	15853603	15853737	135	*	X00386	23341	15853352	15918874	65523	+	0	inside	250	DNAJC16
chr1	15943360	15943494	135	*	X00387	84301	15943953	15987552	43600	+	458	upstream	458	DDI2
chr1	15943990	15944109	120	*	X00388	84301	15943953	15987552	43600	+	0	inside	36	DDI2
chr1	16009966	16010784	819	*	X00390	23207	16010827	16061264	50438	+	42	upstream	42	PLEKHM2
chr1	16174985	16175044	60	*	X00398	729614	16160710	16174642	13933	-	342	upstream	342	FLJ37453
chr1	16175300	16175449	150	*	X00399	729614	16160710	16174642	13933	-	657	upstream	657	FLJ37453
chr1	16176105	16176209	105	*	X00400	729614	16160710	16174642	13933	-	1462	upstream	1462	FLJ37453
chr1	16301983	16302417	435	*	X00403	7709	16268364	16302627	34264	-	0	inside	209	ZBTB17
chr1	16400313	16400402	90	*	X00410	348487	16384264	16400127	15864	-	185	upstream	185	FAM131C
chr1	16563740	16563814	75	*	X00438	79363	16558182	16563659	5478	-	80	upstream	80	CPLANE2
chr1	16679678	16679782	105	*	X00439	54455	16576559	16678948	102390	-	729	upstream	729	FBXO42
chr1	16693696	16693815	120	*	X00440	26099	16693525	16724643	31119	+	0	inside	170	SZRD1
chr1	17765870	17765959	90	*	X00463	55920	17733251	17766250	33000	-	0	inside	290	RCC2
chr1	17766215	17766270	56	*	X00464	55920	17733251	17766250	33000	-	0	overlapStart	0	RCC2
chr1	17766318	17766364	47	*	X00465	55920	17733251	17766250	33000	-	67	upstream	67	RCC2
chr1	17767158	17767277	120	*	X00466	55920	17733251	17766250	33000	-	907	upstream	907	RCC2
chr1	19283102	19283217	116	*	X00483	126917	19230774	19282826	52053	-	275	upstream	275	IFFO2
chr1	19283807	19283896	90	*	X00484	126917	19230774	19282826	52053	-	980	upstream	980	IFFO2
chr1	19637168	19637287	120	*	X00485	54896	19638740	19658922	20183	+	1452	upstream	1452	SLC66A1
chr1	19637976	19638335	360	*	X00486	54896	19638740	19658922	20183	+	404	upstream	404	SLC66A1
chr1	19811548	19811967	420	*	X00489	832	19665267	19812066	146800	-	0	inside	98	CAPZB
chr1	19812398	19812547	150	*	X00490	832	19665267	19812066	146800	-	331	upstream	331	CAPZB
chr1	20812318	20812722	405	*	X00497	55450	20808884	20812728	3845	-	0	inside	5	CAMK2N1
chr1	20812732	20812871	140	*	X00498	55450	20808884	20812728	3845	-	3	upstream	3	CAMK2N1
chr1	20915187	20915351	165	*	X00500	978	20915444	20945400	29957	+	92	upstream	92	CDA
chr1	21044298	21044417	120	*	X00505	57576	20990507	21044317	53811	-	0	overlapStart	0	KIF17
chr1	21113449	21113523	75	*	X00507	50809	21069171	21113799	44629	-	0	inside	275	HP1BP3
chr1	21502930	21503109	180	*	X00510	8672	21132785	21503381	370597	-	0	inside	271	EIF4G3
chr1	21672718	21672807	90	*	X00527	1889	21543740	21672034	128295	-	683	upstream	683	ECE1
chr1	22263353	22263502	150	*	X00539	3339	22148737	22263750	115014	-	0	inside	247	HSPG2
chr1	22263643	22263814	172	*	X00540	3339	22148737	22263750	115014	-	0	overlapStart	0	HSPG2
chr1	22379391	22379570	180	*	X00541	998	22379120	22419436	40317	+	0	inside	270	CDC42
chr1	22470088	22470192	105	*	X00546	54361	22443798	22470385	26588	-	0	inside	192	WNT4
chr1	23036564	23036773	210	*	X00547	2048	23037331	23241823	204493	+	557	upstream	557	EPHB2
chr1	23036834	23036983	150	*	X00548	2048	23037331	23241823	204493	+	347	upstream	347	EPHB2
chr1	23037516	23037635	120	*	X00549	2048	23037331	23241823	204493	+	0	inside	184	EPHB2
chr1	23345295	23345444	150	*	X00554	23028	23345941	23410184	64244	+	496	upstream	496	KDM1A
chr1	23521873	23521906	34	*	X00560	3352	23518388	23521222	2835	-	650	upstream	650	HTR1D
chr1	23670496	23670825	330	*	X00565	10236	23636276	23670853	34578	-	0	inside	27	HNRNPR
chr1	23671126	23671230	105	*	X00566	10236	23636276	23670853	34578	-	272	upstream	272	HNRNPR
chr1	23671711	23671815	105	*	X00567	10236	23636276	23670853	34578	-	857	upstream	857	HNRNPR
chr1	23671880	23671954	75	*	X00568	10236	23636276	23670853	34578	-	1026	upstream	1026	HNRNPR
chr1	23693990	23694060	71	*	X00569	148898	23695464	23698330	2867	+	1403	upstream	1403	ZNF436-AS1
chr1	23751209	23751313	105	*	X00573	6920	23707555	23751261	43707	-	0	overlapStart	0	TCEA3
chr1	23810660	23811289	630	*	X00577	55616	23755056	23811057	56002	-	0	overlapStart	0	ASAP3
chr1	23857735	23857839	105	*	X00582	1870	23832920	23857712	24793	-	22	upstream	22	E2F2
chr1	23886254	23886403	150	*	X00587	3399	23884421	23886285	1865	-	0	overlapStart	0	ID3
chr1	24104766	24104840	75	*	X00593	57095	24104876	24114722	9847	+	35	upstream	35	PITHD1
chr1	24104766	24104840	75	*	X00593	100506963	24086872	24104787	17916	-	0	overlapStart	0	ELOA-AS1
chr1	24105187	24105321	135	*	X00594	100506963	24086872	24104787	17916	-	399	upstream	399	ELOA-AS1
chr1	24105831	24105950	120	*	X00595	100506963	24086872	24104787	17916	-	1043	upstream	1043	ELOA-AS1
chr1	24117796	24118065	270	*	X00596	11313	24117646	24122029	4384	+	0	inside	149	LYPLA2
chr1	24126996	24127340	345	*	X00601	2582	24122089	24127294	5206	-	0	overlapStart	0	GALE
chr1	24165067	24165201	135	*	X00603	3155	24128367	24165110	36744	-	0	overlapStart	0	HMGCL
chr1	24285739	24285948	210	*	X00606	55629	24286301	24289949	3649	+	352	upstream	352	PNRC2
chr1	24469655	24469789	135	*	X00609	58985	24446261	24469775	23515	-	0	overlapStart	0	IL22RA1
chr1	24513630	24513809	180	*	X00611	163702	24480647	24513765	33119	-	0	overlapStart	0	IFNLR1
chr1	24828721	24828840	120	*	X00619	11123	24828841	24863510	34670	+	0	upstream	0	RCAN3
chr1	24828721	24828840	120	*	X00619	100750325	24822823	24828850	6028	-	0	inside	9	RCAN3AS
chr1	24829208	24829297	90	*	X00620	100750325	24822823	24828850	6028	-	357	upstream	357	RCAN3AS
chr1	24829636	24829661	26	*	X00621	100750325	24822823	24828850	6028	-	785	upstream	785	RCAN3AS
chr1	24829683	24829710	28	*	X00622	100750325	24822823	24828850	6028	-	832	upstream	832	RCAN3AS
chr1	24968541	24968630	90	*	X00623	10250	24969594	24999772	30179	+	963	upstream	963	SRRM1
chr1	25071485	25071596	112	*	X00629	25932	25071760	25170815	99056	+	163	upstream	163	CLIC4
chr1	25559610	25559714	105	*	X00633	25949	25548767	25559013	10247	-	596	upstream	596	SYF2
chr1	25665118	25665222	105	*	X00637	57035	25568740	25664656	95917	-	461	upstream	461	RSRP1
chr1	25666603	25666692	90	*	X00638	57035	25568740	25664656	95917	-	1946	upstream	1946	RSRP1
chr1	25757332	25757459	128	*	X00639	55219	25757388	25826698	69311	+	0	overlapStart	0	MACO1
chr1	25757332	25757459	128	*	X00639	6006	25688740	25756683	67944	-	648	upstream	648	RHCE
chr1	25758083	25758202	120	*	X00640	6006	25688740	25756683	67944	-	1399	upstream	1399	RHCE
chr1	25869995	25870129	135	*	X00641	26119	25870076	25895377	25302	+	0	overlapStart	0	LDLRAP1
chr1	25943324	25943402	79	*	X00651	57134	25943959	26111258	167300	+	556	upstream	556	MAN1C1
chr1	26126511	26126646	136	*	X00652	57190	26126667	26144713	18047	+	20	upstream	20	SELENON
chr1	26185429	26185623	195	*	X00656	79000	26160497	26185848	25352	-	0	inside	224	AUNIP
chr1	26185924	26186013	90	*	X00657	79000	26160497	26185848	25352	-	75	upstream	75	AUNIP
chr1	26233226	26233345	120	*	X00662	100500808	26232853	26232945	93	-	280	upstream	280	MIR3917
chr1	26233226	26233345	120	*	X00662	3925	26210677	26233368	22692	-	0	inside	22	STMN1
chr1	26324244	26324408	165	*	X00663	5051	26286258	26324648	38391	-	0	inside	239	PAFAH2
chr1	26485437	26485556	120	*	X00665	79927	26485511	26489119	3609	+	0	overlapStart	0	FAM110D
chr1	26504056	26504190	135	*	X00666	10256	26503981	26516375	12395	+	0	inside	74	CNKSR1
chr1	26560560	26560799	240	*	X00667	64793	26560693	26605299	44607	+	0	overlapStart	0	CEP85
chr1	26798217	26798336	120	*	X00683	3151	26798902	26803133	4232	+	565	upstream	565	HMGN2
chr1	26798677	26798871	195	*	X00684	3151	26798902	26803133	4232	+	30	upstream	30	HMGN2
chr1	26855938	26856252	315	*	X00688	6195	26856249	26901520	45272	+	0	overlapStart	0	RPS6KA1
chr1	27022241	27022330	90	*	X00691	8289	27022522	27108601	86080	+	191	upstream	191	ARID1A
chr1	27022406	27022525	120	*	X00692	8289	27022522	27108601	86080	+	0	overlapStart	0	ARID1A
chr1	27022764	27022913	150	*	X00693	8289	27022522	27108601	86080	+	0	inside	241	ARID1A
chr1	27153007	27153201	195	*	X00698	84243	27153201	27182211	29011	+	0	overlapStart	0	ZDHHC18
chr1	27153333	27153467	135	*	X00699	84243	27153201	27182211	29011	+	0	inside	131	ZDHHC18
chr1	27189497	27189601	105	*	X00703	2810	27189633	27190947	1315	+	31	upstream	31	SFN
chr1	27217301	27217405	105	*	X00707	54707	27205873	27216869	10997	-	431	upstream	431	GPN2
chr1	27339436	27339540	105	*	X00710	115572	27331511	27339333	7823	-	102	upstream	102	TENT5B
chr1	27481247	27481561	315	*	X00713	6548	27425300	27481621	56322	-	0	inside	59	SLC9A1
chr1	27560695	27560874	180	*	X00715	23038	27561007	27635124	74118	+	132	upstream	132	WDTC1
chr1	27560980	27561054	75	*	X00716	23038	27561007	27635124	74118	+	0	overlapStart	0	WDTC1
chr1	27561235	27561369	135	*	X00717	23038	27561007	27635124	74118	+	0	inside	227	WDTC1
chr1	27648557	27648691	135	*	X00719	84065	27648636	27662891	14256	+	0	overlapStart	0	TMEM222
chr1	27648557	27648691	135	*	X00719	644961	27650365	27653016	2652	+	1673	upstream	1673	ACTG1P20
chr1	27718485	27718694	210	*	X00723	2827	27719148	27722317	3170	+	453	upstream	453	GPR3
chr1	27816581	27816730	150	*	X00725	10163	27730734	27816678	85945	-	0	overlapStart	0	WASF2
chr1	27930043	27930312	270	*	X00746	27245	27860756	27930361	69606	-	0	inside	48	AHDC1
chr1	27930373	27930492	120	*	X00747	27245	27860756	27930361	69606	-	11	upstream	11	AHDC1
chr1	27930732	27930851	120	*	X00748	27245	27860756	27930361	69606	-	370	upstream	370	AHDC1
chr1	27930927	27931256	330	*	X00749	27245	27860756	27930361	69606	-	565	upstream	565	AHDC1
chr1	28285950	28286069	120	*	X00754	55113	28286504	28294604	8101	+	434	upstream	434	XKR8
chr1	28414851	28414970	120	*	X00755	2140	28296855	28415148	118294	-	0	inside	177	EYA3
chr1	28559181	28559315	135	*	X00756	22826	28526790	28559542	32753	-	0	inside	226	DNAJC8
chr1	28585343	28585462	120	*	X00759	83667	28585963	28609002	23040	+	500	upstream	500	SESN2
chr1	28585891	28586010	120	*	X00760	83667	28585963	28609002	23040	+	0	overlapStart	0	SESN2
chr1	28879506	28879625	120	*	X00766	54952	28879529	28905057	25529	+	0	overlapStart	0	TRNAU1AP
chr1	28907948	28908082	135	*	X00768	677838	28906276	28906405	130	-	1542	upstream	1542	SNORA61
chr1	28907948	28908082	135	*	X00768	677825	28906893	28907024	132	-	923	upstream	923	SNORA44
chr1	28907948	28908082	135	*	X00768	692073	28907432	28907565	134	-	382	upstream	382	SNORA16A
chr1	28918701	28918779	79	*	X00769	115273	28918712	28921088	2377	+	0	overlapStart	0	RAB42
chr1	28918960	28919094	135	*	X00770	115273	28918712	28921088	2377	+	0	inside	247	RAB42
chr1	28995337	28995471	135	*	X00771	10691	28995240	29042115	46876	+	0	inside	96	GMEB1
chr1	28995517	28995741	225	*	X00772	10691	28995240	29042115	46876	+	0	inside	276	GMEB1
chr1	29062988	29063107	120	*	X00773	51441	29063133	29096287	33155	+	25	upstream	25	YTHDF2
chr1	29213012	29213063	52	*	X00777	2035	29213603	29446558	232956	+	539	upstream	539	EPB41
chr1	29213297	29213446	150	*	X00778	2035	29213603	29446558	232956	+	156	upstream	156	EPB41
chr1	29450638	29450656	19	*	X00783	399474	29445937	29450421	4485	-	216	upstream	216	TMEM200B
chr1	29451191	29451325	135	*	X00784	399474	29445937	29450421	4485	-	769	upstream	769	TMEM200B
chr1	29451632	29451867	236	*	X00785	399474	29445937	29450421	4485	-	1210	upstream	1210	TMEM200B
chr1	29562863	29562952	90	*	X00786	10076	29563028	29653325	90298	+	75	upstream	75	PTPRU
chr1	31190743	31191011	269	*	X00793	100129196	31191619	31199593	7975	+	607	upstream	607	MATN1-AS1
chr1	31381095	31381334	240	*	X00799	9672	31342313	31381480	39168	-	0	inside	145	SDC3
chr1	31381729	31381777	49	*	X00800	9672	31342313	31381480	39168	-	248	upstream	248	SDC3
