seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	2323483	2323752	270	*	X00118	11079	2323214	2336885	13672	+	0	inside	268	RER1
chr1	2323483	2323752	270	*	X00118	79906	2252696	2322993	70298	-	489	upstream	489	MORN1
chr1	2343694	2343783	90	*	X00120	5192	2336241	2344010	7770	-	0	inside	226	PEX10
chr1	2344174	2344263	90	*	X00121	5192	2336241	2344010	7770	-	163	upstream	163	PEX10
chr1	2344909	2345028	120	*	X00122	5192	2336241	2344010	7770	-	898	upstream	898	PEX10
chr1	2457713	2457877	165	*	X00124	55229	2439975	2458035	18061	-	0	inside	157	PANK4
chr1	2517495	2517614	120	*	X00129	127281	2517899	2522908	5010	+	284	upstream	284	PRXL2B
chr1	2518110	2518118	9	*	X00130	127281	2517899	2522908	5010	+	0	inside	210	PRXL2B
chr1	2985212	2985263	52	*	X00140	63976	2985742	3355185	369444	+	478	upstream	478	PRDM16
chr1	2985212	2985263	52	*	X00140	440556	2976181	2984289	8109	-	922	upstream	922	PRDM16-DT
chr1	2985534	2985637	104	*	X00141	63976	2985742	3355185	369444	+	104	upstream	104	PRDM16
chr1	2985534	2985637	104	*	X00141	440556	2976181	2984289	8109	-	1244	upstream	1244	PRDM16-DT
chr1	3527983	3528114	132	*	X00153	1953	3404506	3528059	123554	-	0	overlapStart	0	MEGF6
chr1	3541703	3542003	301	*	X00154	127262	3541556	3546694	5139	+	0	inside	146	TPRG1L
chr1	3567435	3567509	75	*	X00155	49856	3547331	3566671	19341	-	763	upstream	763	WRAP73
chr1	3567435	3567509	75	*	X00155	7161	3569129	3652765	83637	+	1619	upstream	1619	TP73
chr1	3663507	3663656	150	*	X00157	57212	3652548	3663937	11390	-	0	inside	280	TP73-AS1
chr1	3663987	3664121	135	*	X00158	57212	3652548	3663937	11390	-	49	upstream	49	TP73-AS1
chr1	3688852	3688941	90	*	X00159	388588	3689334	3692546	3213	+	392	upstream	392	SMIM1
chr1	3688950	3689030	81	*	X00160	388588	3689334	3692546	3213	+	303	upstream	303	SMIM1
chr1	3713211	3713330	120	*	X00161	57470	3696784	3713068	16285	-	142	upstream	142	LRRC47
chr1	3774387	3774566	180	*	X00162	9731	3728645	3773797	45153	-	589	upstream	589	CEP104
chr1	3816553	3816732	180	*	X00163	100133612	3816968	3833879	16912	+	235	upstream	235	LINC01134
chr1	3816553	3816732	180	*	X00163	339448	3805697	3816857	11161	-	0	inside	124	C1orf174
chr1	3816823	3816882	60	*	X00164	100133612	3816968	3833879	16912	+	85	upstream	85	LINC01134
chr1	3816823	3816882	60	*	X00164	339448	3805697	3816857	11161	-	0	overlapStart	0	C1orf174
chr1	3817439	3817573	135	*	X00165	339448	3805697	3816857	11161	-	581	upstream	581	C1orf174
chr1	3817724	3817963	240	*	X00166	339448	3805697	3816857	11161	-	866	upstream	866	C1orf174
chr1	4714134	4714238	105	*	X00167	55966	4715105	4843851	128747	+	866	upstream	866	AJAP1
chr1	4714608	4714772	165	*	X00168	55966	4715105	4843851	128747	+	332	upstream	332	AJAP1
chr1	6051104	6051223	120	*	X00169	8514	6052358	6161253	108896	+	1134	upstream	1134	KCNAB2
chr1	6051809	6052158	350	*	X00170	8514	6052358	6161253	108896	+	199	upstream	199	KCNAB2
chr1	6052784	6052873	90	*	X00171	261734	5922870	6052533	129664	-	250	upstream	250	NPHP4
chr1	6052954	6053358	405	*	X00172	261734	5922870	6052533	129664	-	420	upstream	420	NPHP4
chr1	6053574	6053798	225	*	X00173	261734	5922870	6052533	129664	-	1040	upstream	1040	NPHP4
chr1	6054159	6054207	49	*	X00174	261734	5922870	6052533	129664	-	1625	upstream	1625	NPHP4
chr1	6240144	6240263	120	*	X00179	26038	6161847	6240194	78348	-	0	overlapStart	0	CHD5
chr1	6240879	6240968	90	*	X00180	26038	6161847	6240194	78348	-	684	upstream	684	CHD5
chr1	6296092	6296138	47	*	X00185	23463	6281253	6296044	14792	-	47	upstream	47	ICMT
chr1	6302877	6302924	48	*	X00186	390992	6304252	6305638	1387	+	1327	upstream	1327	HES3
chr1	6303929	6304008	80	*	X00187	390992	6304252	6305638	1387	+	243	upstream	243	HES3
chr1	6304063	6304198	136	*	X00188	390992	6304252	6305638	1387	+	53	upstream	53	HES3
chr1	6304319	6304408	90	*	X00189	390992	6304252	6305638	1387	+	0	inside	66	HES3
chr1	6304499	6304618	120	*	X00190	390992	6304252	6305638	1387	+	0	inside	246	HES3
chr1	6321163	6321237	75	*	X00198	387509	6307406	6321035	13630	-	127	upstream	127	GPR153
chr1	6321673	6321932	260	*	X00199	387509	6307406	6321035	13630	-	637	upstream	637	GPR153
chr1	6453436	6453586	151	*	X00200	11332	6324332	6453826	129495	-	0	inside	239	ACOT7
chr1	6453872	6453976	105	*	X00201	11332	6324332	6453826	129495	-	45	upstream	45	ACOT7
chr1	6483932	6483982	51	*	X00205	83715	6484848	6521004	36157	+	865	upstream	865	ESPN
chr1	6484067	6484162	96	*	X00206	83715	6484848	6521004	36157	+	685	upstream	685	ESPN
chr1	6526362	6526362	1	*	X00216	8718	6521214	6526255	5042	-	106	upstream	106	TNFRSF25
chr1	6640183	6640317	135	*	X00230	3104	6640056	6649340	9285	+	0	inside	126	ZBTB48
chr1	6640337	6640486	150	*	X00231	3104	6640056	6649340	9285	+	0	inside	280	ZBTB48
chr1	6662957	6663076	120	*	X00232	9903	6650779	6662929	12151	-	27	upstream	27	KLHL21
chr1	6673307	6673576	270	*	X00233	148479	6673756	6684093	10338	+	179	upstream	179	PHF13
chr1	6673697	6673831	135	*	X00234	148479	6673756	6684093	10338	+	0	overlapStart	0	PHF13
chr1	6673963	6674802	840	*	X00235	148479	6673756	6684093	10338	+	0	inside	206	PHF13
chr1	6844744	6844863	120	*	X00238	23261	6845384	7829766	984383	+	520	upstream	520	CAMTA1
chr1	6845464	6845598	135	*	X00239	23261	6845384	7829766	984383	+	0	inside	79	CAMTA1
chr1	6845629	6845973	345	*	X00240	23261	6845384	7829766	984383	+	0	inside	244	CAMTA1
chr1	7830942	7831076	135	*	X00254	9341	7831329	7841492	10164	+	252	upstream	252	VAMP3
chr1	7831182	7831255	74	*	X00255	9341	7831329	7841492	10164	+	73	upstream	73	VAMP3
chr1	7831291	7831316	26	*	X00256	9341	7831329	7841492	10164	+	12	upstream	12	VAMP3
chr1	7843482	7843680	199	*	X00257	8863	7844380	7905237	60858	+	699	upstream	699	PER3
chr1	8085996	8086220	225	*	X00258	54206	8071779	8086393	14615	-	0	inside	172	ERRFI1
chr1	8087308	8087381	74	*	X00259	54206	8071779	8086393	14615	-	914	upstream	914	ERRFI1
chr1	8877300	8877419	120	*	X00264	473	8412464	8877699	465236	-	0	inside	279	RERE
chr1	8877585	8877734	150	*	X00265	473	8412464	8877699	465236	-	0	overlapStart	0	RERE
chr1	9189201	9189245	45	*	X00266	80045	9164476	9189229	24754	-	0	overlapStart	0	GPR157
chr1	9189415	9189755	341	*	X00267	80045	9164476	9189229	24754	-	185	upstream	185	GPR157
chr1	9353157	9353336	180	*	X00275	80176	9352941	9429590	76650	+	0	inside	215	SPSB1
chr1	9648737	9648743	7	*	X00282	199953	9648932	9674935	26004	+	188	upstream	188	TMEM201
chr1	9648822	9648956	135	*	X00283	199953	9648932	9674935	26004	+	0	overlapStart	0	TMEM201
chr1	9884140	9884375	236	*	X00293	22883	9789079	9884550	95472	-	0	inside	174	CLSTN1
chr1	9969998	9970087	90	*	X00294	56998	9908334	9970316	61983	-	0	inside	228	CTNNBIP1
chr1	9970433	9970456	24	*	X00295	56998	9908334	9970316	61983	-	116	upstream	116	CTNNBIP1
chr1	9970579	9970792	214	*	X00296	56998	9908334	9970316	61983	-	262	upstream	262	CTNNBIP1
chr1	10057136	10057270	135	*	X00297	116362	10057255	10076078	18824	+	0	overlapStart	0	RBP7
chr1	10057511	10057645	135	*	X00298	116362	10057255	10076078	18824	+	0	inside	255	RBP7
chr1	10093060	10093284	225	*	X00299	10277	10093041	10241296	148256	+	0	inside	18	UBE4B
chr1	10458959	10459048	90	*	X00301	5226	10459085	10480201	21117	+	36	upstream	36	PGD
chr1	10532191	10532325	135	*	X00304	1676	10520603	10532613	12011	-	0	inside	287	DFFA
chr1	10534932	10535265	334	*	X00305	5195	10535003	10690815	155813	+	0	overlapStart	0	PEX14
chr1	10856777	10856911	135	*	X00325	54897	10696666	10856733	160068	-	43	upstream	43	CASZ1
chr1	11119965	11120129	165	*	X00337	6723	11114649	11120091	5443	-	0	overlapStart	0	SRM
chr1	11120850	11120969	120	*	X00338	6723	11114649	11120091	5443	-	758	upstream	758	SRM
chr1	11160022	11160156	135	*	X00339	5394	11126676	11159938	33263	-	83	upstream	83	EXOSC10
chr1	11322310	11322414	105	*	X00341	2475	11166588	11322608	156021	-	0	inside	193	MTOR
chr1	11333215	11333232	18	*	X00342	29914	11333255	11348491	15237	+	22	upstream	22	UBIAD1
chr1	11538894	11538942	49	*	X00343	57540	11539295	11597640	58346	+	352	upstream	352	DISP3
chr1	11715060	11715137	78	*	X00346	26232	11708418	11714888	6471	-	171	upstream	171	FBXO2
chr1	11714868	11714883	16	*	X00347	26232	11708418	11714888	6471	-	0	inside	4	FBXO2
chr1	11715153	11715407	255	*	X00348	26232	11708418	11714888	6471	-	264	upstream	264	FBXO2
chr1	11724335	11724679	345	*	X00349	26270	11724150	11734409	10260	+	0	inside	184	FBXO6
chr1	11751106	11751240	135	*	X00355	374946	11751781	11780336	28556	+	540	upstream	540	DRAXIN
chr1	11751586	11751975	390	*	X00356	374946	11751781	11780336	28556	+	0	overlapStart	0	DRAXIN
chr1	11751586	11751975	390	*	X00356	10459	11734537	11751678	17142	-	0	overlapStart	0	MAD2L2
chr1	11752987	11753136	150	*	X00357	10459	11734537	11751678	17142	-	1308	upstream	1308	MAD2L2
chr1	11864972	11865080	109	*	X00362	1185	11866153	11903201	37049	+	1072	upstream	1072	CLCN6
chr1	11866431	11866610	180	*	X00363	1185	11866153	11903201	37049	+	0	inside	277	CLCN6
chr1	11866431	11866610	180	*	X00363	4524	11845787	11866160	20374	-	270	upstream	270	MTHFR
chr1	11994695	11994799	105	*	X00367	5351	11994724	12035599	40876	+	0	overlapStart	0	PLOD1
chr1	11994935	11995039	105	*	X00368	5351	11994724	12035599	40876	+	0	inside	210	PLOD1
chr1	12226942	12227001	60	*	X00371	7133	12227060	12269277	42218	+	58	upstream	58	TNFRSF1B
chr1	12677827	12677886	60	*	X00382	9249	12627939	12677820	49882	-	6	upstream	6	DHRS3
chr1	12679687	12679806	120	*	X00383	9249	12627939	12677820	49882	-	1866	upstream	1866	DHRS3
chr1	13840162	13840476	315	*	X00385	126755	13801445	13840242	38798	-	0	overlapStart	0	LRRC38
chr1	13910312	13910446	135	*	X00386	10630	13910252	13944452	34201	+	0	inside	59	PDPN
chr1	14924670	14924774	105	*	X00390	23254	14925213	15444544	519332	+	438	upstream	438	KAZN
chr1	14924925	14924969	45	*	X00391	23254	14925213	15444544	519332	+	243	upstream	243	KAZN
chr1	15480115	15480355	241	*	X00395	200197	15438311	15478960	40650	-	1154	upstream	1154	TMEM51-AS1
chr1	15573912	15574106	195	*	X00399	114827	15573768	15726778	153011	+	0	inside	143	FHAD1
chr1	15851030	15851388	359	*	X00405	842	15817324	15851285	33962	-	0	overlapStart	0	CASP9
chr1	15851030	15851388	359	*	X00405	23341	15853352	15918874	65523	+	1963	upstream	1963	DNAJC16
chr1	15851666	15851719	54	*	X00406	842	15817324	15851285	33962	-	380	upstream	380	CASP9
chr1	15851666	15851719	54	*	X00406	23341	15853352	15918874	65523	+	1632	upstream	1632	DNAJC16
chr1	15851810	15851944	135	*	X00407	842	15817324	15851285	33962	-	524	upstream	524	CASP9
chr1	15851810	15851944	135	*	X00407	23341	15853352	15918874	65523	+	1407	upstream	1407	DNAJC16
chr1	15851960	15852064	105	*	X00408	842	15817324	15851285	33962	-	674	upstream	674	CASP9
chr1	15851960	15852064	105	*	X00408	23341	15853352	15918874	65523	+	1287	upstream	1287	DNAJC16
chr1	15853603	15853737	135	*	X00409	23341	15853352	15918874	65523	+	0	inside	250	DNAJC16
chr1	15943360	15943494	135	*	X00410	84301	15943953	15987552	43600	+	458	upstream	458	DDI2
chr1	15943990	15944109	120	*	X00411	84301	15943953	15987552	43600	+	0	inside	36	DDI2
chr1	16010248	16010784	537	*	X00412	23207	16010827	16061264	50438	+	42	upstream	42	PLEKHM2
chr1	16174985	16175044	60	*	X00419	729614	16160710	16174642	13933	-	342	upstream	342	FLJ37453
chr1	16175300	16175449	150	*	X00420	729614	16160710	16174642	13933	-	657	upstream	657	FLJ37453
chr1	16176105	16176209	105	*	X00421	729614	16160710	16174642	13933	-	1462	upstream	1462	FLJ37453
chr1	16301983	16302417	435	*	X00423	7709	16268364	16302627	34264	-	0	inside	209	ZBTB17
chr1	16353546	16353680	135	*	X00428	1188	16355621	16383821	28201	+	1940	upstream	1940	CLCNKB
chr1	16353733	16353762	30	*	X00429	1188	16355621	16383821	28201	+	1858	upstream	1858	CLCNKB
chr1	16400313	16400402	90	*	X00433	348487	16384264	16400127	15864	-	185	upstream	185	FAM131C
chr1	16539125	16539244	120	*	X00444	128272	16524599	16539104	14506	-	20	upstream	20	ARHGEF19
chr1	16563740	16563814	75	*	X00450	79363	16558182	16563659	5478	-	80	upstream	80	CPLANE2
chr1	16693696	16693815	120	*	X00451	26099	16693525	16724643	31119	+	0	inside	170	SZRD1
chr1	17445967	17446071	105	*	X00467	11240	17393256	17445948	52693	-	18	upstream	18	PADI2
chr1	17446538	17446702	165	*	X00468	11240	17393256	17445948	52693	-	589	upstream	589	PADI2
chr1	17765870	17765959	90	*	X00474	55920	17733251	17766250	33000	-	0	inside	290	RCC2
chr1	17766215	17766364	150	*	X00475	55920	17733251	17766250	33000	-	0	overlapStart	0	RCC2
chr1	17767158	17767277	120	*	X00476	55920	17733251	17766250	33000	-	907	upstream	907	RCC2
chr1	18433956	18434165	210	*	X00483	84966	18434240	18704977	270738	+	74	upstream	74	IGSF21
chr1	18434205	18434279	75	*	X00484	84966	18434240	18704977	270738	+	0	overlapStart	0	IGSF21
chr1	18956988	18957035	48	*	X00490	5081	18957500	19075360	117861	+	464	upstream	464	PAX7
chr1	18957213	18957332	120	*	X00491	5081	18957500	19075360	117861	+	167	upstream	167	PAX7
chr1	19283102	19283210	109	*	X00507	126917	19230774	19282826	52053	-	275	upstream	275	IFFO2
chr1	19283807	19283896	90	*	X00508	126917	19230774	19282826	52053	-	980	upstream	980	IFFO2
chr1	19637976	19638335	360	*	X00509	54896	19638740	19658922	20183	+	404	upstream	404	SLC66A1
chr1	19811548	19811967	420	*	X00511	832	19665267	19812066	146800	-	0	inside	98	CAPZB
chr1	19812398	19812547	150	*	X00512	832	19665267	19812066	146800	-	331	upstream	331	CAPZB
chr1	19991169	19991258	90	*	X00514	3362	19991780	20006055	14276	+	521	upstream	521	HTR6
chr1	19991638	19992102	465	*	X00515	3362	19991780	20006055	14276	+	0	overlapStart	0	HTR6
chr1	20512401	20512491	91	*	X00521	127733	20512578	20519942	7365	+	86	upstream	86	UBXN10
chr1	20512537	20512550	14	*	X00522	127733	20512578	20519942	7365	+	27	upstream	27	UBXN10
chr1	20617364	20617396	33	*	X00525	127731	20617412	20681387	63976	+	15	upstream	15	VWA5B1
chr1	20812318	20812722	405	*	X00535	55450	20808884	20812728	3845	-	0	inside	5	CAMK2N1
chr1	20812732	20812871	140	*	X00536	55450	20808884	20812728	3845	-	3	upstream	3	CAMK2N1
chr1	20878394	20878485	92	*	X00537	163933	20878932	20881513	2582	+	446	upstream	446	FAM43B
chr1	20879086	20879205	120	*	X00538	163933	20878932	20881513	2582	+	0	inside	153	FAM43B
chr1	21044298	21044417	120	*	X00543	57576	20990507	21044317	53811	-	0	overlapStart	0	KIF17
chr1	21113449	21113523	75	*	X00547	50809	21069171	21113799	44629	-	0	inside	275	HP1BP3
chr1	21502930	21503109	180	*	X00550	8672	21132785	21503381	370597	-	0	inside	271	EIF4G3
chr1	21672718	21672807	90	*	X00557	1889	21543740	21672034	128295	-	683	upstream	683	ECE1
chr1	21835857	21835956	100	*	X00561	249	21835858	21904905	69048	+	0	overlapStart	0	ALPL
chr1	21995313	21995642	330	*	X00566	5909	21922708	21995856	73149	-	0	inside	213	RAP1GAP
chr1	22263353	22263502	150	*	X00570	3339	22148737	22263750	115014	-	0	inside	247	HSPG2
chr1	22263643	22263828	186	*	X00571	3339	22148737	22263750	115014	-	0	overlapStart	0	HSPG2
chr1	22379391	22379570	180	*	X00572	998	22379120	22419436	40317	+	0	inside	270	CDC42
chr1	22470088	22470192	105	*	X00578	54361	22443798	22470385	26588	-	0	inside	192	WNT4
chr1	23036674	23036773	100	*	X00580	2048	23037331	23241823	204493	+	557	upstream	557	EPHB2
chr1	23036834	23036983	150	*	X00581	2048	23037331	23241823	204493	+	347	upstream	347	EPHB2
chr1	23037516	23037635	120	*	X00582	2048	23037331	23241823	204493	+	0	inside	184	EPHB2
chr1	23345352	23345444	93	*	X00585	23028	23345941	23410184	64244	+	496	upstream	496	KDM1A
chr1	23670496	23670825	330	*	X00592	10236	23636276	23670853	34578	-	0	inside	27	HNRNPR
chr1	23671126	23671230	105	*	X00593	10236	23636276	23670853	34578	-	272	upstream	272	HNRNPR
chr1	23671711	23671815	105	*	X00594	10236	23636276	23670853	34578	-	857	upstream	857	HNRNPR
chr1	23751209	23751274	66	*	X00596	6920	23707555	23751261	43707	-	0	overlapStart	0	TCEA3
chr1	23810660	23810760	101	*	X00600	55616	23755056	23811057	56002	-	0	inside	296	ASAP3
chr1	23810920	23811289	370	*	X00601	55616	23755056	23811057	56002	-	0	overlapStart	0	ASAP3
chr1	23857735	23857813	79	*	X00602	1870	23832920	23857712	24793	-	22	upstream	22	E2F2
chr1	23886254	23886403	150	*	X00608	3399	23884421	23886285	1865	-	0	overlapStart	0	ID3
chr1	23886764	23886798	35	*	X00609	3399	23884421	23886285	1865	-	478	upstream	478	ID3
chr1	24104766	24104840	75	*	X00617	57095	24104876	24114722	9847	+	35	upstream	35	PITHD1
chr1	24104766	24104840	75	*	X00617	100506963	24086872	24104787	17916	-	0	overlapStart	0	ELOA-AS1
chr1	24105187	24105321	135	*	X00618	100506963	24086872	24104787	17916	-	399	upstream	399	ELOA-AS1
chr1	24105831	24105923	93	*	X00619	100506963	24086872	24104787	17916	-	1043	upstream	1043	ELOA-AS1
chr1	24117796	24118065	270	*	X00620	11313	24117646	24122029	4384	+	0	inside	149	LYPLA2
chr1	24126996	24127340	345	*	X00624	2582	24122089	24127294	5206	-	0	overlapStart	0	GALE
chr1	24165067	24165101	35	*	X00627	3155	24128367	24165110	36744	-	0	inside	8	HMGCL
chr1	24285739	24285948	210	*	X00629	55629	24286301	24289949	3649	+	352	upstream	352	PNRC2
chr1	24513630	24513809	180	*	X00632	163702	24480647	24513765	33119	-	0	overlapStart	0	IFNLR1
chr1	24514565	24514598	34	*	X00633	163702	24480647	24513765	33119	-	799	upstream	799	IFNLR1
chr1	24645694	24645775	82	*	X00634	57822	24645812	24690970	45159	+	36	upstream	36	GRHL3
chr1	24828721	24828840	120	*	X00636	11123	24828841	24863510	34670	+	0	upstream	0	RCAN3
chr1	24828721	24828840	120	*	X00636	100750325	24822823	24828850	6028	-	0	inside	9	RCAN3AS
chr1	24829208	24829297	90	*	X00637	100750325	24822823	24828850	6028	-	357	upstream	357	RCAN3AS
chr1	24829636	24829710	75	*	X00638	100750325	24822823	24828850	6028	-	785	upstream	785	RCAN3AS
chr1	24882519	24882567	49	*	X00639	400746	24882567	24935818	53252	+	0	overlapStart	0	NCMAP
chr1	24882598	24882638	41	*	X00640	400746	24882567	24935818	53252	+	0	inside	30	NCMAP
chr1	24882774	24882953	180	*	X00641	400746	24882567	24935818	53252	+	0	inside	206	NCMAP
chr1	24968541	24968630	90	*	X00642	10250	24969594	24999772	30179	+	963	upstream	963	SRRM1
chr1	25071485	25071522	38	*	X00646	25932	25071760	25170815	99056	+	237	upstream	237	CLIC4
chr1	25559610	25559714	105	*	X00649	25949	25548767	25559013	10247	-	596	upstream	596	SYF2
chr1	25665118	25665222	105	*	X00653	57035	25568740	25664656	95917	-	461	upstream	461	RSRP1
chr1	25757332	25757459	128	*	X00654	55219	25757388	25826698	69311	+	0	overlapStart	0	MACO1
chr1	25757332	25757459	128	*	X00654	6006	25688740	25756683	67944	-	648	upstream	648	RHCE
chr1	25758083	25758202	120	*	X00655	6006	25688740	25756683	67944	-	1399	upstream	1399	RHCE
chr1	25870011	25870129	119	*	X00656	26119	25870076	25895377	25302	+	0	overlapStart	0	LDLRAP1
chr1	25943283	25943402	120	*	X00658	57134	25943959	26111258	167300	+	556	upstream	556	MAN1C1
chr1	26126511	26126573	63	*	X00661	57190	26126667	26144713	18047	+	93	upstream	93	SELENON
chr1	26185429	26185623	195	*	X00665	79000	26160497	26185848	25352	-	0	inside	224	AUNIP
chr1	26185924	26186013	90	*	X00666	79000	26160497	26185848	25352	-	75	upstream	75	AUNIP
chr1	26233226	26233345	120	*	X00671	100500808	26232853	26232945	93	-	280	upstream	280	MIR3917
chr1	26233226	26233345	120	*	X00671	3925	26210677	26233368	22692	-	0	inside	22	STMN1
chr1	26324244	26324408	165	*	X00672	5051	26286258	26324648	38391	-	0	inside	239	PAFAH2
chr1	26373099	26373233	135	*	X00675	7780	26364514	26372604	8091	-	494	upstream	494	SLC30A2
chr1	26504056	26504190	135	*	X00681	10256	26503981	26516375	12395	+	0	inside	74	CNKSR1
chr1	26560560	26560799	240	*	X00684	64793	26560693	26605299	44607	+	0	overlapStart	0	CEP85
chr1	26735624	26735743	120	*	X00694	79727	26737269	26756219	18951	+	1525	upstream	1525	LIN28A
